geo_id,automation,expected,aui,personal_share,prompt_education,coding_share,auto_resid,country,wave
EE-37,48.96,54.78658737864077,,46.77,11.37,26.34,0.25466536504833215,EE,2026-05
EG-ALX,50.18,56.68697051978278,,30.93,11.48,32.06,1.387967943710862,EG,2026-05
EG-C,50.36,49.568798517995766,,30.45,11.54,30.03,1.8927062261293344,EG,2026-05
EG-DK,51.14,65.32315324165029,,33.17,11.07,31.52,1.9539764606380672,EG,2026-05
EG-GH,53.63,45.26661581137309,,34.0,11.15,30.98,5.358976198595357,EG,2026-05
EG-GZ,49.88,53.00947846567968,,30.35,11.5,29.78,1.2557388900939017,EG,2026-05
EG-MN,54.23,54.38,,31.81,11.23,30.4,5.543214296847069,EG,2026-05
ES-AN,50.01,50.714453369031695,,41.04,11.63,23.66,1.4904402808169195,ES,2026-05
ES-AR,45.94,47.92861423220974,,38.38,11.96,25.12,-2.4524668902715874,ES,2026-05
ES-AS,50.0,54.2473689227836,,40.06,11.84,26.14,1.3192650621558784,ES,2026-05
ES-CB,47.67,50.8,,36.29,12.23,23.93,-0.8534624439276328,ES,2026-05
ES-CL,48.24,50.64197320341047,,37.68,11.87,24.72,-0.2762530999432897,ES,2026-05
ES-CM,48.42,57.523579545454545,,35.31,11.92,25.76,-0.4101990151634425,ES,2026-05
ES-CN,48.94,55.9921170678337,,40.14,11.59,23.74,0.17966786841932247,ES,2026-05
ES-CT,47.39,47.41082649053908,,37.07,11.93,24.01,-0.9788448842502007,ES,2026-05
ES-EX,49.51,57.77590841949778,,33.9,12.15,27.35,0.6682894836897972,ES,2026-05
ES-GA,47.45,49.836505113383744,,41.98,11.67,22.79,-1.0295068223831905,ES,2026-05
ES-IB,48.89,51.93518987341773,,40.94,11.58,24.18,0.3147490337354597,ES,2026-05
ES-MC,46.72,53.149847856154906,,34.68,11.69,24.71,-1.9106649049753415,ES,2026-05
ES-MD,47.88,48.806675273390034,,38.44,11.96,23.42,-0.5525249324627381,ES,2026-05
ES-NC,47.2,56.3825876662636,,37.08,11.85,24.81,-1.5781457993927503,ES,2026-05
ES-PV,46.13,54.82226880394575,,38.39,12.0,26.66,-2.5769624580451307,ES,2026-05
ES-VC,48.74,51.13363950617284,,38.33,11.71,23.75,0.20131658077782788,ES,2026-05
FI-11,47.6,52.22643835616439,,48.54,11.57,22.08,-0.9885380197412488,FI,2026-05
FI-14,44.11,50.8,,44.68,11.85,25.86,-4.413462443927635,FI,2026-05
FI-18,46.39,49.42564904598059,,48.52,11.72,23.53,-2.070763148639962,FI,2026-05
FI-19,44.52,50.8,,51.72,11.79,24.89,-4.003462443927631,FI,2026-05
FR-ARA,45.82,46.283808474576276,,49.62,10.84,20.97,-2.4974291704030804,FR,2026-05
FR-BFC,48.44,50.67028112449799,,50.43,10.74,22.2,-0.07754453623768143,FR,2026-05
FR-BRE,45.56,50.373715505913275,,48.86,11.03,21.2,-2.944014909589235,FR,2026-05
FR-CVL,47.76,50.781269531250004,,50.43,10.75,20.92,-0.7626079407982829,FR,2026-05
FR-GES,45.9,49.224309309309305,,48.6,10.87,21.03,-2.551577824057638,FR,2026-05
FR-HDF,47.48,49.932431854623196,,48.45,10.92,21.82,-1.0038830983681422,FR,2026-05
FR-IDF,44.76,47.72150444694977,,47.15,11.11,19.88,-3.623018330174908,FR,2026-05
FR-NAQ,46.88,50.04541173629557,,48.43,10.97,21.24,-1.6090373560501519,FR,2026-05
FR-NOR,47.36,48.56768103448276,,52.62,10.59,20.35,-1.0616217710006168,FR,2026-05
FR-OCC,46.94,49.64539892424922,,49.31,10.84,21.7,-1.5307883626995178,FR,2026-05
FR-PAC,45.99,45.8724764368878,,48.26,10.94,20.4,-2.308663782408928,FR,2026-05
FR-PDL,47.35,50.98767994858613,,48.96,10.85,22.24,-1.1820245950154273,FR,2026-05
GB-ENG,44.87,46.84668935865282,,43.43,11.98,20.17,-3.473108371672083,GB,2026-05
GB-NIR,45.58,57.247530249110326,,40.79,11.99,21.49,-3.23760536410596,GB,2026-05
GB-SCT,42.3,44.78682791983413,,45.75,12.05,20.66,-5.949135387387059,GB,2026-05
GB-WLS,45.38,53.61660184237461,,42.61,11.91,21.34,-3.27195869890992,GB,2026-05
GE-TB,48.11,51.73489339019189,,45.13,10.92,25.05,-0.45611323597074005,GE,2026-05
GH-AA,54.51,45.07324816707397,,32.02,11.2,23.14,6.247797828175145,GH,2026-05
GH-AH,55.91,51.63292766934558,,37.79,10.78,24.3,7.348538544436487,GH,2026-05
GR-B,47.12,55.66171325518484,,39.24,12.03,28.33,-1.6252587719320033,GR,2026-05
GR-I,47.6,51.059275908479144,,39.04,12.06,25.95,-0.9352908758861247,GR,2026-05
GT-01,51.77,52.93043103448276,,28.73,11.43,27.09,3.149345114701852,GT,2026-05
HR-08,52.71,50.8,,45.13,11.25,22.64,4.186537556072366,HR,2026-05
HR-21,48.88,53.87793025018953,,42.35,11.58,25.74,0.2161192320139662,HR,2026-05
HU-BU,47.38,49.65350948509484,,45.94,11.77,24.68,-1.0911583747753397,HU,2026-05
HU-PE,50.11,67.16,,43.5,11.82,24.31,0.840177634026027,HU,2026-05
ID-JW,46.54,47.75414439170622,,24.77,12.42,23.39,-1.8445073978169617,ID,2026-05
ID-KA,48.79,49.866518004625036,,27.24,11.98,20.15,0.3091239588412975,ID,2026-05
ID-NU,48.87,48.99275955461931,,29.47,11.76,20.99,0.4289857124252592,ID,2026-05
ID-SL,52.24,45.426986075053115,,21.24,12.24,18.54,3.961659943247021,ID,2026-05
ID-SM,50.03,46.3276734152008,,22.15,12.15,20.18,1.7105696661699596,ID,2026-05
IE-L,46.76,47.549162174303675,,48.76,11.32,20.09,-1.6151558995405892,IE,2026-05
IE-M,47.04,55.74967840735069,,43.38,11.63,22.25,-1.7092718320856264,IE,2026-05
IL-D,49.74,55.9787947882736,,35.2,12.47,30.4,0.980275644429959,IL,2026-05
IL-HA,51.77,57.35184169278997,,38.88,12.25,29.81,2.9476358412135255,IL,2026-05
IL-JM,55.25,59.316277777777785,,35.05,12.31,31.09,6.338016259107377,IL,2026-05
IL-M,51.09,55.791619318181816,,37.04,12.19,31.94,2.3388147806932054,IL,2026-05
IL-TA,51.49,54.11870933046518,,38.39,11.97,29.31,2.815134644264276,IL,2026-05
IL-Z,49.8,50.8,,36.47,11.99,30.4,1.2765375560723626,IL,2026-05
IN-AP,52.83,49.80045601901881,,39.95,11.33,27.79,4.352137774148588,IN,2026-05
IN-AS,49.69,45.82566840926065,,39.18,10.84,21.49,1.3934716476553035,IN,2026-05
IN-BR,53.12,48.75688735632183,,47.93,10.03,24.93,4.6897464432036315,IN,2026-05
IN-CG,52.81,54.13798647242456,,40.32,10.74,24.95,4.134255201344345,IN,2026-05
IN-CH,52.25,50.601068260701894,,32.78,11.42,23.57,3.7356130253532385,IN,2026-05
IN-DL,50.79,48.28932043073341,,33.28,11.66,23.57,2.3810773242631456,IN,2026-05
IN-GA,47.66,50.800000000000004,,34.2,12.04,23.87,-0.8634624439276379,IN,2026-05
IN-GJ,53.86,50.2796236113414,,31.96,11.26,30.11,5.360277658815278,IN,2026-05
IN-HP,50.04,51.70290753098189,,39.67,11.12,21.16,1.4753459916201237,IN,2026-05
IN-HR,49.86,47.04637122793698,,31.17,11.62,25.28,1.5077819373503516,IN,2026-05
IN-JH,50.56,47.06864522417154,,43.52,10.59,25.31,2.2067657748752154,IN,2026-05
IN-JK,50.74,43.993763759525834,,41.04,10.41,19.93,2.52704501022086,IN,2026-05
IN-KA,51.2,49.93360572872788,,34.01,12.0,27.17,2.716063348295357,IN,2026-05
IN-KL,51.04,48.86706098457018,,36.14,11.32,27.48,2.6047202096711786,IN,2026-05
IN-MH,51.7,48.254936226167004,,36.82,11.49,25.22,3.2926459668205936,IN,2026-05
IN-MP,52.02,47.49723513719513,,39.37,10.77,24.89,3.64721306496849,IN,2026-05
IN-OD,53.2,49.581257337040476,,40.27,11.03,24.92,4.732137842069989,IN,2026-05
IN-PB,52.12,46.339744422785365,,35.02,11.09,24.54,3.8000189744658073,IN,2026-05
IN-PY,48.64,67.16,,39.52,11.37,31.97,-0.6298223659739719,IN,2026-05
IN-RJ,51.42,47.347726859428995,,37.65,10.84,24.2,3.0540337854170687,IN,2026-05
IN-TN,53.44,50.143960211821955,,33.98,11.5,29.93,4.9464667617669775,IN,2026-05
IN-TR,51.19,35.54416666666666,,43.95,10.36,22.77,3.3625242661835344,IN,2026-05
IN-TS,52.05,48.07602873104549,,37.29,11.53,28.2,3.6508079096147483,IN,2026-05
IN-UK,49.52,43.272144702842375,,35.34,11.27,23.55,1.3399660091752281,IN,2026-05
IN-UP,52.56,46.50769026410377,,37.89,10.92,24.95,4.23235711352239,IN,2026-05
IN-WB,52.91,47.933352345906165,,37.92,11.38,25.88,4.517316952138614,IN,2026-05
IQ-BG,49.6,54.49923112986405,,40.81,10.63,23.17,0.9077748508329577,IQ,2026-05
IQ-KR,50.04,50.946527942925094,,41.35,9.95,26.84,1.5098528015455202,IQ,2026-05
IT-21,46.0,48.608284745762724,,38.37,12.05,24.58,-2.423474153811476,IT,2026-05
IT-25,46.07,46.528172774001,,41.64,11.91,22.11,-2.258577319514913,IT,2026-05
IT-32,49.19,59.52279394644936,,36.17,12.39,23.46,0.268594780406211,IT,2026-05
IT-34,47.76,54.89857528696826,,39.08,12.03,23.93,-0.9504436377957717,IT,2026-05
IT-36,49.13,60.09545454545454,,35.23,12.67,28.99,0.1824694185460416,IT,2026-05
IT-42,49.07,52.09552867383512,,42.54,11.79,26.71,0.4874342137733265,IT,2026-05
IT-45,45.24,50.06588308846516,,40.86,11.92,22.71,-3.249971280060514,IT,2026-05
IT-52,45.49,49.908853046594984,,40.78,12.03,23.58,-2.992807409045284,IT,2026-05
IT-55,46.04,66.86620728929385,,38.84,12.1,26.55,-3.2164192422172277,IT,2026-05
IT-57,46.72,58.644999999999996,,36.5,12.21,23.85,-2.1613593625372616,IT,2026-05
IT-62,45.69,46.78180742628321,,43.23,11.74,21.74,-2.6501483915996076,IT,2026-05
IT-65,46.96,50.8,,35.23,12.26,25.0,-1.5634624439276337,IT,2026-05
IT-72,48.55,55.455279903342735,,39.75,11.9,24.87,-0.18584107141924733,IT,2026-05
IT-75,49.61,53.31017298735862,,36.75,12.16,24.8,0.9720208986660239,IT,2026-05
IT-82,47.81,53.12721293199555,,38.23,12.16,25.27,-0.8196322765993571,IT,2026-05
IT-88,43.58,61.90865364850976,,40.03,11.97,22.65,-5.450250577860494,IT,2026-05
JO-AM,48.2,53.01367210682492,,33.5,11.28,26.21,-0.42445242810158845,JO,2026-05
JO-AZ,48.38,61.38655913978494,,34.15,11.35,27.25,-0.6264320927240163,JO,2026-05
JO-IR,51.13,58.64499999999999,,29.34,11.92,30.35,2.248640637462742,JO,2026-05
JP-01,46.41,52.70232695810564,,50.31,12.31,21.86,-2.200248544181818,JP,2026-05
JP-04,44.69,50.278958333333335,,46.44,12.8,22.12,-3.8096919905219977,JP,2026-05
JP-07,45.12,50.8,,53.91,12.43,22.84,-3.403462443927637,JP,2026-05
JP-08,45.97,54.08666999002991,,47.48,12.56,23.94,-2.703403688276701,JP,2026-05
JP-09,50.13,62.563081180811814,,50.83,12.36,23.09,1.0698937692058976,JP,2026-05
JP-10,45.34,55.763418141592915,,47.11,12.56,24.08,-3.409898652805545,JP,2026-05
JP-11,48.29,53.253271875914535,,48.83,12.57,24.97,-0.3453832144695639,JP,2026-05
JP-12,48.74,51.52268092587166,,47.65,12.7,23.64,0.1835681135602698,JP,2026-05
JP-13,47.43,50.57252834614884,,45.41,12.68,22.71,-1.0830849545733443,JP,2026-05
JP-14,46.64,48.12698280643372,,49.91,12.46,22.78,-1.7615166673861467,JP,2026-05
JP-15,44.43,67.16,,43.42,12.55,24.16,-4.839822365973973,JP,2026-05
JP-16,55.82,50.8,,47.84,12.53,24.6,7.296537556072366,JP,2026-05
JP-17,45.99,50.8,,48.11,12.59,22.17,-2.5334624439276325,JP,2026-05
JP-20,48.72,57.65856753069577,,44.16,12.57,22.76,-0.11635730502541008,JP,2026-05
JP-21,47.25,62.25640287769783,,49.61,12.13,22.98,-1.796115253140961,JP,2026-05
JP-22,48.74,56.2462676056338,,48.88,12.15,23.91,-0.031926738890000195,JP,2026-05
JP-23,47.85,50.257563131313134,,49.29,12.18,23.28,-0.6487159195371532,JP,2026-05
JP-24,49.01,59.90969746524938,,52.97,12.06,25.46,0.07094384641287377,JP,2026-05
JP-25,46.21,61.36457564575646,,43.3,12.68,20.34,-2.795429183256452,JP,2026-05
JP-26,44.91,52.13584597432905,,44.5,12.79,22.26,-3.6744051026847373,JP,2026-05
JP-27,47.61,48.80395416024655,,48.69,12.15,22.42,-0.8224007924997991,JP,2026-05
JP-28,46.64,50.20659417137887,,47.0,12.47,22.74,-1.8563906634880496,JP,2026-05
JP-29,45.11,50.8,,54.1,12.13,20.81,-3.413462443927635,JP,2026-05
JP-33,44.04,61.09483749055177,,49.59,12.32,22.73,-4.953123452908564,JP,2026-05
JP-34,48.9,46.77482469512195,,48.49,12.26,24.14,0.5601701677332258,JP,2026-05
JP-35,47.51,67.16,,46.35,12.28,23.45,-1.7598223659739745,JP,2026-05
JP-40,47.81,51.51915573770492,,45.7,12.34,24.14,-0.74627106375236,JP,2026-05
JP-43,49.92,66.49,,47.36,12.13,26.42,0.6807437188531082,JP,2026-05
JP-44,48.38,50.8,,42.03,12.3,21.11,-0.14346244392763197,JP,2026-05
JP-45,50.7,67.16,,43.8,12.28,19.84,1.4301776340260304,JP,2026-05
JP-46,52.67,67.16,,43.0,12.37,24.85,3.4001776340260292,JP,2026-05
JP-47,50.5,61.16247899159664,,43.26,12.17,22.92,1.5037906726753647,JP,2026-05
KE-13,51.72,50.8,,26.94,11.81,30.49,3.1965375560723643,KE,2026-05
KE-30,54.7,47.50894508099566,,30.28,11.62,25.01,6.326678845363219,KE,2026-05
KR-11,43.54,49.01893793819787,,38.33,13.06,22.29,-4.902208572191306,KR,2026-05
KR-26,42.9,51.33947368421053,,40.14,12.73,21.63,-5.6480737848135405,KR,2026-05
KR-27,43.11,50.92135269392435,,40.11,12.66,20.43,-5.418998677862689,KR,2026-05
KR-28,44.41,50.3510050492907,,33.03,13.16,23.85,-4.092978835345079,KR,2026-05
KR-29,44.76,53.230931449502876,,34.58,12.76,21.26,-3.874364021381851,KR,2026-05
KR-30,42.23,53.89256363636364,,32.45,13.64,24.27,-6.434548358020528,KR,2026-05
KR-31,40.95,50.8,,41.68,12.58,22.79,-7.573462443927632,KR,2026-05
KR-41,45.11,48.526981553940736,,38.14,12.92,24.29,-3.30976501909813,KR,2026-05
KR-42,44.63,50.121677018633534,,41.55,12.57,23.35,-3.8625166561834376,KR,2026-05
KR-43,41.45,52.156693620844564,,37.39,12.88,22.61,-7.135356193627771,KR,2026-05
KR-44,45.59,52.843226723525234,,37.97,12.51,22.5,-3.026676535498126,KR,2026-05
KR-45,44.15,51.60336601307189,,37.63,12.76,20.89,-4.410112822588452,KR,2026-05
KR-46,44.02,50.8,,40.12,12.56,19.58,-4.503462443927631,KR,2026-05
KR-47,42.1,48.05881621975148,,33.77,13.19,20.43,-6.298406838026594,KR,2026-05
KR-48,44.73,48.003687296416935,,40.43,12.6,21.3,-3.6658918001951477,KR,2026-05
KR-49,43.83,50.8,,40.95,12.81,18.65,-4.693462443927636,KR,2026-05
KR-50,43.1,54.66947416974169,,30.36,13.39,23.43,-5.599991810656768,KR,2026-05
KW-FA,49.92,50.02691328560065,,46.54,10.31,22.79,1.431806562178373,KW,2026-05
KW-HA,48.46,56.81973805855161,,45.96,10.37,23.81,-0.3380890471134492,KW,2026-05
KW-MU,47.18,67.16,,36.81,11.69,22.49,-2.0898223659739728,KW,2026-05
KZ-71,49.24,49.067035749751746,,37.15,11.21,23.56,0.7955971564833959,KZ,2026-05
KZ-75,49.0,50.461948105436576,,38.44,11.13,23.72,0.49195982903532354,KZ,2026-05
LB-BA,45.89,47.98851137146796,,28.81,12.03,26.93,-2.5051994589872066,LB,2026-05
LB-JL,44.21,57.964831999999994,,31.66,11.45,28.14,-4.6403294031571605,LB,2026-05
LK-1,51.85,52.27204550731368,,26.33,11.72,29.45,3.2593813354068857,LK,2026-05
LT-KU,46.96,57.24206204379562,,40.99,11.54,27.85,-1.857355898990285,LT,2026-05
LT-VL,47.58,52.09536842105264,,43.22,11.42,24.95,-1.002558475330943,LT,2026-05
LV-RIX,47.76,49.076863414634154,,43.44,11.39,23.66,-0.6848511916336903,LV,2026-05
MA-01,50.68,48.960205643232904,,30.8,11.17,25.89,2.2404708551370405,MA,2026-05
MA-02,42.57,54.38,,29.48,11.33,24.11,-6.116785703152928,MA,2026-05
MA-03,45.77,53.06531728665208,,29.79,11.56,23.9,-2.8568085339933944,MA,2026-05
MA-04,48.45,51.65488491927173,,29.44,11.68,24.66,-0.11246316774830234,MA,2026-05
MA-06,46.7,48.164736299958804,,30.44,11.51,26.49,-1.7032390203497343,MA,2026-05
MA-07,49.6,51.95268325487558,,32.71,11.27,24.59,1.0239509677928424,MA,2026-05
MA-09,49.08,44.9122821969697,,31.3,11.07,26.61,0.8251412602594428,MA,2026-05
MN-1,57.5,51.995136960600384,,33.3,10.37,26.46,8.92201418634447,MN,2026-05
MX-BCN,49.21,52.97240683229815,,35.48,11.17,23.57,0.5874301359007958,MX,2026-05
MX-BCS,50.28,56.76835294117647,,37.59,11.08,22.77,1.484255194463472,MX,2026-05
MX-CHH,50.91,52.610830889540566,,37.83,11.1,23.56,2.3039255999869965,MX,2026-05
MX-CMX,49.58,48.87425718849841,,34.15,11.71,23.67,1.1443919114925123,MX,2026-05
MX-COA,48.91,61.714254545454544,,36.46,10.83,24.56,-0.111381892077965,MX,2026-05
MX-GUA,48.84,57.04859531772574,,33.77,11.26,24.62,0.0314702508011635,MX,2026-05
MX-JAL,52.76,55.96601826484018,,33.15,11.49,25.53,4.000858522488251,MX,2026-05
MX-MEX,48.18,52.59605754669359,,33.21,11.3,25.72,-0.4254004250120431,MX,2026-05
MX-MIC,47.04,66.89841620626152,,35.2,10.99,25.73,-2.2178886459309908,MX,2026-05
MX-NLE,49.77,52.49059768637532,,32.55,11.59,25.59,1.1694107616093632,MX,2026-05
MX-PUE,49.97,53.62362114537447,,29.54,11.53,26.26,1.3177210733125833,MX,2026-05
MX-QUE,53.55,51.74431070678795,,31.16,11.45,24.6,4.9834571364204265,MX,2026-05
MX-ROO,50.1,48.749325197415644,,37.81,11.03,24.78,1.6700914366224495,MX,2026-05
MX-SIN,54.75,58.64499999999999,,37.7,11.06,29.6,5.86864063746274,MX,2026-05
MX-SLP,51.09,59.22089722675367,,34.34,11.27,30.84,2.182367617336425,MX,2026-05
MX-SON,53.21,60.60940668824164,,36.48,11.11,25.8,4.239022396466204,MX,2026-05
MX-TAM,51.34,52.68062626262627,,41.42,10.68,26.17,2.7307414637268934,MX,2026-05
MX-VER,50.36,52.08342222222222,,32.06,11.18,23.36,1.7779865224702718,MX,2026-05
MX-YUC,51.27,58.06832369942196,,31.65,11.3,24.84,2.4149491997332433,MX,2026-05
MY-01,47.15,57.007782608695656,,34.53,11.8,25.77,-1.6566678316969927,MY,2026-05
MY-04,43.02,67.16,,27.78,12.03,29.85,-6.249822365973969,MY,2026-05
MY-07,47.79,66.49000000000001,,35.78,11.78,25.36,-1.4492562811468943,MY,2026-05
MY-10,47.3,47.781572531491264,,33.33,11.91,24.3,-1.0857586975890783,MY,2026-05
MY-13,43.01,50.63337142857142,,43.64,10.93,22.15,-5.505860678183005,MY,2026-05
MY-14,48.34,52.20102178090966,,31.97,12.14,26.01,-0.24737848959907893,MY,2026-05
NG-ED,54.01,22.09,,43.12,10.14,19.28,6.796317101423867,NG,2026-05
NG-FC,52.59,46.944270668773044,,35.06,10.84,20.02,4.24243986921946,NG,2026-05
NG-LA,51.34,44.541715487456806,,33.55,10.81,21.54,3.1020468923147675,NG,2026-05
NG-OY,52.12,36.7007894736842,,34.87,10.78,21.2,4.239757951508551,NG,2026-05
NG-RI,51.65,44.50784413692645,,42.54,10.16,21.16,3.4135921379468783,NG,2026-05
NL-FL,46.09,58.84398282694848,,41.48,11.86,25.28,-2.8004371624889615,NL,2026-05
NL-FR,42.33,50.8,,44.56,11.58,21.19,-6.193462443927636,NL,2026-05
NL-GE,47.13,54.92262732417139,,41.98,11.57,24.22,-1.5815409163172802,NL,2026-05
NL-GR,43.27,58.27180999180998,,42.17,11.96,25.63,-5.594334052914938,NL,2026-05
NL-LI,40.97,55.07861642989501,,37.29,12.41,21.19,-7.748657298761536,NL,2026-05
NL-NB,46.24,53.35609013011742,,42.94,11.67,24.04,-2.400073888319916,NL,2026-05
NL-NH,45.75,48.55266953493137,,44.95,11.62,22.35,-2.670936931047372,NL,2026-05
NL-OV,47.14,54.45130622009568,,43.44,11.68,27.02,-1.5500387657979218,NL,2026-05
NL-UT,43.1,48.75934537246049,,43.28,11.62,22.61,-5.3303656940050175,NL,2026-05
NL-ZH,44.97,49.257540029112086,,47.1,11.41,22.08,-3.4830938434611554,NL,2026-05
NO-03,41.21,46.59750952640174,,42.16,11.91,20.17,-7.121740533030611,NO,2026-05
NO-11,46.22,52.56677419354838,,47.62,11.53,26.81,-2.3840644885101696,NO,2026-05
NO-30,46.39,52.194621212121206,,51.65,11.34,21.57,-2.1970864891087416,NO,2026-05
NO-42,39.78,50.8,,41.07,11.84,24.87,-8.743462443927633,NO,2026-05
NO-46,38.88,41.12589839572192,,40.3,12.36,19.63,-9.202120040551257,NO,2026-05
NO-50,32.42,42.17309245054501,,30.11,13.12,23.2,-15.70989410370072,NO,2026-05
NP-P3,51.13,47.80518882014083,,33.46,11.12,28.18,2.743163903183813,NP,2026-05
NZ-AUK,46.48,49.30574293307562,,36.96,11.97,22.47,-1.9752929092096068,NZ,2026-05
NZ-CAN,45.54,51.56220752797558,,36.89,11.94,23.6,-3.0182351304290407,NZ,2026-05
NZ-OTA,43.08,50.8,,29.03,12.61,23.71,-5.443462443927636,NZ,2026-05
NZ-WGN,45.37,58.085802721088434,,42.97,11.86,21.73,-3.485848211101022,NZ,2026-05
NZ-WKO,47.14,50.8,,34.72,11.87,22.34,-1.383462443927634,NZ,2026-05
OM-MA,49.73,53.515731026785716,,32.09,11.32,25.32,1.0826431308003208,OM,2026-05
PA-3,52.92,60.719368165249094,,29.23,11.51,26.05,3.9440058414902026,PA,2026-05
PA-8,50.49,53.961644091546,,34.1,11.16,23.17,1.822300121004858,PA,2026-05
PE-ARE,47.36,48.261544766708695,,22.18,11.69,21.52,-1.0476555215537076,PE,2026-05
PE-CUS,46.37,51.94731707317073,,23.6,12.04,21.35,-2.2058042215128495,PE,2026-05
PE-LAL,48.8,47.14897015798713,,16.09,12.07,18.95,0.443101269292022,PE,2026-05
PE-LAM,50.34,50.8,,12.87,12.19,22.53,1.8165375560723689,PE,2026-05
PE-LMA,46.51,47.04171502590673,,23.74,12.04,24.06,-1.842005641953783,PE,2026-05
PE-PIU,51.63,53.75548946716233,,19.32,12.01,19.11,2.9717051056860626,PE,2026-05
PE-PUN,54.04,53.25,,11.44,12.14,25.89,5.404766051853933,PE,2026-05
PH-00,48.36,47.899018563080084,,33.16,11.37,26.13,-0.031116705595273686,PH,2026-05
PH-03,47.75,54.568843683083514,,34.81,10.75,27.97,-0.9454009449979921,PH,2026-05
PH-05,50.2,66.49,,28.76,11.28,27.81,0.9607437188531094,PH,2026-05
PH-06,49.84,53.153716108452954,,32.37,11.04,25.1,1.2091586214009666,PH,2026-05
PH-07,50.54,57.5308559565634,,31.61,11.19,27.95,1.7094690275243352,PH,2026-05
PH-10,50.94,59.99448789571695,,28.0,11.14,25.24,1.9970756203081024,PH,2026-05
PH-11,52.65,48.77264919941776,,28.7,11.05,25.51,4.219027371810945,PH,2026-05
PH-40,49.19,48.751255965837736,,29.71,11.31,28.82,0.7600033529935288,PH,2026-05
PK-IS,51.03,48.83792762227877,,32.03,10.41,24.5,2.596049303436999,PK,2026-05
PK-KP,51.2,43.63848526703499,,29.0,10.59,24.71,3.003253178189091,PK,2026-05
PK-PB,51.24,47.47664353993216,,29.19,10.55,26.25,2.8681524746829083,PK,2026-05
PK-SD,49.38,45.86046842470506,,30.84,10.34,23.95,1.0818840353805967,PK,2026-05
PL-02,46.42,58.875421023665375,,45.64,11.81,25.88,-2.47187140515711,PL,2026-05
PL-04,48.28,67.16,,42.24,11.71,28.03,-0.9898223659739713,PL,2026-05
PL-06,50.32,50.8,,37.73,12.05,22.84,1.7965375560723658,PL,2026-05
PL-10,45.96,61.592435395458104,,45.53,11.62,26.21,-3.0558243779401195,PL,2026-05
PL-12,46.45,52.17258044930177,,43.11,11.89,25.85,-2.136080966980394,PL,2026-05
PL-14,47.75,48.01262093227792,,46.7,11.53,24.21,-0.6462993617944619,PL,2026-05
PL-18,50.56,60.09152086137281,,46.34,11.36,27.31,1.6126488772345837,PL,2026-05
PL-22,45.4,57.41829166666666,,47.4,11.65,26.19,-3.4253956745152436,PL,2026-05
PL-24,50.42,54.56902799788694,,45.54,11.4,26.65,1.7245906463722847,PL,2026-05
PL-30,47.76,55.05987755102042,,45.3,11.53,26.73,-0.9578024119537076,PL,2026-05
PL-32,52.19,50.8,,46.2,11.39,27.02,3.666537556072363,PL,2026-05
PT-01,44.99,50.8,,33.52,12.1,25.9,-3.5334624439276325,PT,2026-05
PT-03,48.57,56.51242612752721,,30.53,12.01,26.5,-0.21406916270738208,PT,2026-05
PT-06,50.0,67.16,,35.26,12.13,25.85,0.7301776340260275,PT,2026-05
PT-08,51.37,67.16,,42.12,11.63,25.97,2.100177634026025,PT,2026-05
PT-10,48.42,50.8,,40.44,11.31,29.45,-0.10346244392763282,PT,2026-05
PT-11,46.94,47.08933149280221,,39.76,11.82,23.84,-1.414177953843776,PT,2026-05
PT-13,47.38,55.737591141396926,,36.16,11.93,26.45,-1.3687203986580556,PT,2026-05
PT-15,46.33,56.58205555555555,,37.8,11.73,26.73,-2.4572457283843576,PT,2026-05
PY-ASU,51.54,55.93846632124352,,33.58,11.47,24.97,2.7821154703168034,PY,2026-05
QA-DA,48.45,47.19938483547926,,37.91,11.2,21.05,0.0908013001744834,QA,2026-05
QA-RA,45.39,67.16,,35.93,11.38,20.18,-3.879822365973972,QA,2026-05
RO-B,46.97,51.79625152031136,,42.55,11.44,22.98,-1.5989124565827737,RO,2026-05
RO-BV,52.86,50.8,,44.53,11.44,25.04,4.336537556072365,RO,2026-05
RO-CJ,47.37,55.93921146953405,,36.84,12.03,26.42,-1.3879185241098568,RO,2026-05
RO-CT,49.58,67.16,,41.67,11.15,26.27,0.31017763402602583,RO,2026-05
RO-IS,48.25,57.27431226765799,,35.3,11.87,25.76,-0.5688271871668036,RO,2026-05
RO-SM,48.75,53.12148070907196,,53.57,10.48,15.27,0.12062923326949004,RO,2026-05
RO-TM,47.16,56.50826446280991,,43.93,11.48,26.74,-1.6238793033092165,RO,2026-05
RS-00,46.02,55.444572936660265,,41.4,11.45,28.08,-2.715352608655273,RS,2026-05
RS-VO,45.21,50.9018350754936,,43.58,11.17,25.47,-3.3181082641603297,RS,2026-05
SA-01,48.22,49.84209685729005,,33.61,11.46,24.88,-0.2597619234556916,SA,2026-05
SA-02,49.25,49.017453096890264,,39.19,10.98,25.18,0.8078591677868516,SA,2026-05
SA-03,48.25,50.8,,39.92,10.5,23.77,-0.2734624439276345,SA,2026-05
SA-04,49.25,51.275061782877316,,38.53,10.84,24.56,0.7048647519626172,SA,2026-05
SA-05,48.82,50.8,,39.71,11.02,23.86,0.29653755607236576,SA,2026-05
SE-AB,44.39,47.05395358649787,,46.55,11.64,23.49,-3.9625639775973482,SE,2026-05
SE-C,44.24,66.87266533066132,,38.92,12.43,25.49,-5.016713864665363,SE,2026-05
